cell_id,cell_type,batch,split
human3_lib3.final_cell_0358,alpha,inDrop3,validation
human1_lib1.final_cell_0297,beta,inDrop1,train
human3_lib2.final_cell_0186,alpha,inDrop3,validation
HP1509101_P17,ductal,smartseq2,test
human3_lib1.final_cell_0162,ductal,inDrop3,test
human1_lib3.final_cell_0325,beta,inDrop1,validation
human4_lib1.final_cell_0038,beta,inDrop4,train
13th_C93_S162,alpha,fluidigmc1,train
human4_lib1.final_cell_0382,beta,inDrop4,validation
D31-4_87,alpha,celseq2,train
human3_lib2.final_cell_0856,endothelial,inDrop3,train
human2_lib1.final_cell_0151,ductal,inDrop2,train
human3_lib2.final_cell_0557,alpha,inDrop3,train
HP1504101T2D_D18,gamma,smartseq2,validation
human4_lib1.final_cell_0149,ductal,inDrop4,validation
human3_lib1.final_cell_0785,alpha,inDrop3,train
human1_lib2.final_cell_0076,beta,inDrop1,train
human2_lib2.final_cell_0367,alpha,inDrop2,train
HP1526901T2D_I22,beta,smartseq2,train
D31-8_49,beta,celseq2,validation
human2_lib3.final_cell_0495,beta,inDrop2,train
D29-6_43,beta,celseq2,validation
D31-1_10,beta,celseq2,validation
human3_lib3.final_cell_0635,alpha,inDrop3,train
human3_lib1.final_cell_0837,beta,inDrop3,train
HP1507101_J13,alpha,smartseq2,train
human3_lib4.final_cell_0308,beta,inDrop3,train
human2_lib1.final_cell_0277,alpha,inDrop2,train
D29-8_20,alpha,celseq2,train
HP1502401_O18,delta,smartseq2,train
D31-2_13,alpha,celseq2,train
D30-2_50,ductal,celseq2,train
human3_lib1.final_cell_0515,ductal,inDrop3,train
human4_lib1.final_cell_0266,beta,inDrop4,train
D29-7_61,gamma,celseq2,test
Sample_702,beta,smarter,test
HP1526901T2D_H14,beta,smartseq2,validation
human4_lib1.final_cell_0542,beta,inDrop4,train
human3_lib2.final_cell_0845,beta,inDrop3,train
human3_lib2.final_cell_0555,alpha,inDrop3,train
human3_lib3.final_cell_0260,beta,inDrop3,train
human2_lib1.final_cell_0462,alpha,inDrop2,train
human1_lib2.final_cell_0152,beta,inDrop1,train
human3_lib2.final_cell_0607,ductal,inDrop3,test
HP1508501T2D_A4,alpha,smartseq2,test
D30-7_51,ductal,celseq2,train
human3_lib2.final_cell_0239,activated_stellate,inDrop3,test
HP1502401_N17,alpha,smartseq2,validation
HP1502401_O1,alpha,smartseq2,train
human3_lib1.final_cell_0086,acinar,inDrop3,train
human4_lib1.final_cell_0401,beta,inDrop4,train
human2_lib3.final_cell_0171,alpha,inDrop2,validation
human3_lib4.final_cell_0117,beta,inDrop3,train
D29-1_7,alpha,celseq2,test
human1_lib1.final_cell_0534,endothelial,inDrop1,test
human3_lib3.final_cell_0348,alpha,inDrop3,train
Sample_499,alpha,smarter,train
human2_lib3.final_cell_0173,ductal,inDrop2,test
Sample_776,beta,smarter,train
human2_lib1.final_cell_0405,beta,inDrop2,train
human2_lib1.final_cell_0339,alpha,inDrop2,train
Sample_783,beta,smarter,train
human3_lib1.final_cell_0548,beta,inDrop3,test
human1_lib3.final_cell_0735,alpha,inDrop1,train
human2_lib1.final_cell_0290,beta,inDrop2,train
human1_lib3.final_cell_0536,alpha,inDrop1,train
human3_lib3.final_cell_0811,beta,inDrop3,validation
3rd-C63_S54,alpha,fluidigmc1,test
4th-C62_S29,alpha,fluidigmc1,train
2nd-C5_S8,beta,fluidigmc1,train
Sample_594,delta,smarter,train
human2_lib2.final_cell_0600,alpha,inDrop2,train
human3_lib3.final_cell_0697,beta,inDrop3,train
Sample_264,alpha,smarter,train
13th_C17_S186,beta,fluidigmc1,train
HP1504101T2D_D17,gamma,smartseq2,train
HP1509101_G14,alpha,smartseq2,train
human1_lib3.final_cell_0737,beta,inDrop1,test
human3_lib1.final_cell_0892,alpha,inDrop3,train
human2_lib3.final_cell_0118,alpha,inDrop2,validation
D29-8_12,beta,celseq2,train
human1_lib3.final_cell_0686,alpha,inDrop1,train
human4_lib1.final_cell_0293,beta,inDrop4,train
Sample_871,beta,smarter,validation
human2_lib1.final_cell_0450,ductal,inDrop2,train
D30-3_91,acinar,celseq2,validation
human4_lib3.final_cell_0592,beta,inDrop4,train
D31-6_48,alpha,celseq2,train
D73_81,alpha,celseq,train
human4_lib3.final_cell_0517,ductal,inDrop4,test
D30-7_36,alpha,celseq2,test
D30-3_32,ductal,celseq2,train
Sample_1163,alpha,smarter,train
human4_lib3.final_cell_0649,alpha,inDrop4,train
D73_92,beta,celseq,validation
6th-C65_S31,alpha,fluidigmc1,train
Sample_221,alpha,smarter,test
human4_lib3.final_cell_0420,beta,inDrop4,train
D2ex_22,ductal,celseq,validation
human2_lib1.final_cell_0053,quiescent_stellate,inDrop2,train
human3_lib4.final_cell_0303,activated_stellate,inDrop3,validation
3rd-C18_S80,alpha,fluidigmc1,train
human3_lib3.final_cell_0372,alpha,inDrop3,train
D31-4_5,alpha,celseq2,train
HP1504101T2D_E3,alpha,smartseq2,train
human1_lib3.final_cell_0538,beta,inDrop1,train
D71_37,alpha,celseq,train
human1_lib1.final_cell_0208,alpha,inDrop1,validation
Sample_905,beta,smarter,train
D28-2_73,beta,celseq2,train
human4_lib1.final_cell_0182,alpha,inDrop4,train
D29-3_85,delta,celseq2,train
human3_lib3.final_cell_0917,alpha,inDrop3,train
D30-6_71,alpha,celseq2,train
human4_lib3.final_cell_0121,beta,inDrop4,test
D1713_18,beta,celseq,test
human3_lib2.final_cell_0494,quiescent_stellate,inDrop3,train
human4_lib1.final_cell_0136,alpha,inDrop4,train
D1713_11,beta,celseq,train
5th-C34_S108,alpha,fluidigmc1,validation
HP1506401_O11,beta,smartseq2,test
HP1504101T2D_E11,gamma,smartseq2,train
D30-5_11,delta,celseq2,test
D30-1_57,beta,celseq2,validation
human2_lib1.final_cell_0106,alpha,inDrop2,test
D31-4_40,gamma,celseq2,validation
Sample_1542,delta,smarter,train
human4_lib1.final_cell_0300,beta,inDrop4,train
human2_lib3.final_cell_0130,alpha,inDrop2,train
human3_lib2.final_cell_0015,acinar,inDrop3,train
human1_lib3.final_cell_0382,beta,inDrop1,validation
D29-3_86,beta,celseq2,train
D29-2_89,beta,celseq2,train
HP1526901T2D_E21,delta,smartseq2,test
human1_lib1.final_cell_0336,beta,inDrop1,train
D28-5_64,alpha,celseq2,train
D31-1_19,acinar,celseq2,train
human2_lib1.final_cell_0393,beta,inDrop2,train
D71_57,beta,celseq,train
D30-8_51,beta,celseq2,train
human3_lib4.final_cell_0406,acinar,inDrop3,train
HP1502401_E9,delta,smartseq2,train
HP1504901_B6,gamma,smartseq2,train
human3_lib3.final_cell_0374,delta,inDrop3,validation
human1_lib3.final_cell_0290,beta,inDrop1,test
D31-2_37,ductal,celseq2,train
human3_lib4.final_cell_0867,beta,inDrop3,test
human1_lib3.final_cell_0106,activated_stellate,inDrop1,train
human3_lib1.final_cell_0387,alpha,inDrop3,validation
human3_lib3.final_cell_0744,endothelial,inDrop3,train
human1_lib2.final_cell_0258,delta,inDrop1,train
human3_lib4.final_cell_0686,ductal,inDrop3,train
human3_lib4.final_cell_0413,delta,inDrop3,train
HP1506401_F3,acinar,smartseq2,train
human1_lib3.final_cell_0657,quiescent_stellate,inDrop1,validation
human1_lib2.final_cell_0268,ductal,inDrop1,test
D31-8_71,delta,celseq2,validation
human1_lib2.final_cell_0247,alpha,inDrop1,train
HP1502401_K1,alpha,smartseq2,train
D29-5_51,gamma,celseq2,train
human3_lib1.final_cell_0835,ductal,inDrop3,train
human1_lib3.final_cell_0712,mast,inDrop1,train
human3_lib4.final_cell_0468,ductal,inDrop3,train
D31-6_15,beta,celseq2,test
human4_lib1.final_cell_0363,alpha,inDrop4,test
D28-7_39,acinar,celseq2,test
human2_lib2.final_cell_0546,beta,inDrop2,validation
human2_lib1.final_cell_0326,beta,inDrop2,test
human1_lib1.final_cell_0185,alpha,inDrop1,train
HP1504901_I2,alpha,smartseq2,train
human1_lib2.final_cell_0378,alpha,inDrop1,train
human2_lib2.final_cell_0444,alpha,inDrop2,train
human3_lib4.final_cell_0197,acinar,inDrop3,train
HP1504901_I24,alpha,smartseq2,train
human1_lib1.final_cell_0312,beta,inDrop1,train
human3_lib4.final_cell_0321,beta,inDrop3,validation
human3_lib2.final_cell_0813,mast,inDrop3,train
Sample_694,beta,smarter,train
D30-8_82,ductal,celseq2,train
human1_lib1.final_cell_0384,endothelial,inDrop1,train
Sample_901,beta,smarter,train
Sample_872,beta,smarter,test
human1_lib3.final_cell_0056,ductal,inDrop1,train
D3en4_71,alpha,celseq,validation
human4_lib3.final_cell_0303,delta,inDrop4,train
HP1506401_G5,alpha,smartseq2,train
human3_lib1.final_cell_0154,beta,inDrop3,train
HP1507101_H5,alpha,smartseq2,train
human3_lib3.final_cell_0015,acinar,inDrop3,train
HP1508501T2D_K15,ductal,smartseq2,test
human4_lib1.final_cell_0493,activated_stellate,inDrop4,validation
5th-C30_S105,ductal,fluidigmc1,train
human3_lib2.final_cell_0268,acinar,inDrop3,train
human2_lib3.final_cell_0190,alpha,inDrop2,train
Sample_500,alpha,smarter,validation
D17All2_91,ductal,celseq,train
D29-2_41,alpha,celseq2,train
Sample_1151,alpha,smarter,validation
D31-1_65,gamma,celseq2,validation
D17TGFB_45,acinar,celseq,test
human4_lib3.final_cell_0094,beta,inDrop4,test
human1_lib2.final_cell_0026,delta,inDrop1,train
human1_lib2.final_cell_0023,alpha,inDrop1,test
HP1526901T2D_D19,beta,smartseq2,train
human1_lib3.final_cell_0651,beta,inDrop1,train
human2_lib1.final_cell_0433,delta,inDrop2,validation
human2_lib3.final_cell_0140,alpha,inDrop2,train
human3_lib2.final_cell_0587,alpha,inDrop3,validation
D73_40,ductal,celseq,train
human2_lib1.final_cell_0066,alpha,inDrop2,validation
Sample_538,alpha,smarter,train
human3_lib4.final_cell_0053,acinar,inDrop3,train
D30-3_40,alpha,celseq2,train
Sample_1218,alpha,smarter,train
D172444_34,alpha,celseq,train
human3_lib4.final_cell_0219,acinar,inDrop3,train
human4_lib1.final_cell_0392,alpha,inDrop4,train
D31-5_34,acinar,celseq2,train
HP1507101_E22,acinar,smartseq2,test
human1_lib3.final_cell_0692,epsilon,inDrop1,train
Sample_369,alpha,smarter,train
human1_lib3.final_cell_0334,beta,inDrop1,train
D172444_51,beta,celseq,test
D29-5_70,beta,celseq2,test
human3_lib1.final_cell_0119,acinar,inDrop3,train
human2_lib3.final_cell_0168,ductal,inDrop2,train
human1_lib3.final_cell_0428,ductal,inDrop1,train
HP1506401_J23,acinar,smartseq2,train
D17TGFB_94,alpha,celseq,train
HP1525301T2D_E2,acinar,smartseq2,train
D31-1_20,beta,celseq2,train
8th-C73_S130,ductal,fluidigmc1,train
D31-8_40,acinar,celseq2,train
12th-C76_S177,endothelial,fluidigmc1,test
human1_lib2.final_cell_0410,delta,inDrop1,validation
D31-5_12,alpha,celseq2,test
Sample_1225,alpha,smarter,train
human2_lib3.final_cell_0075,alpha,inDrop2,train
human3_lib3.final_cell_0517,endothelial,inDrop3,train
human4_lib3.final_cell_0531,alpha,inDrop4,train
D31-1_86,beta,celseq2,train
human3_lib1.final_cell_0012,acinar,inDrop3,train
7th-C62_S27,beta,fluidigmc1,train
human2_lib3.final_cell_0522,beta,inDrop2,train
human2_lib1.final_cell_0074,ductal,inDrop2,train
human2_lib2.final_cell_0317,alpha,inDrop2,validation
human4_lib3.final_cell_0076,ductal,inDrop4,validation
D74_27,ductal,celseq,train
human3_lib4.final_cell_0422,beta,inDrop3,train
human1_lib2.final_cell_0496,quiescent_stellate,inDrop1,train
D71_75,ductal,celseq,train
D29-7_92,alpha,celseq2,train
human3_lib3.final_cell_0193,beta,inDrop3,train
HP1504901_F1,gamma,smartseq2,train
human1_lib3.final_cell_0062,delta,inDrop1,validation
D31-2_55,gamma,celseq2,train
human3_lib3.final_cell_0590,alpha,inDrop3,train
D30-2_87,beta,celseq2,train
human1_lib1.final_cell_0023,ductal,inDrop1,train
human1_lib3.final_cell_0621,endothelial,inDrop1,train
human3_lib4.final_cell_0316,ductal,inDrop3,train
human3_lib2.final_cell_0655,alpha,inDrop3,validation
human4_lib3.final_cell_0508,beta,inDrop4,train
HP1525301T2D_H2,ductal,smartseq2,train
Sample_252,alpha,smarter,train
HP1508501T2D_E1,alpha,smartseq2,test
human4_lib1.final_cell_0059,beta,inDrop4,train
human2_lib1.final_cell_0346,ductal,inDrop2,test
D31-7_77,acinar,celseq2,test
HP1502401_M22,acinar,smartseq2,train
human2_lib2.final_cell_0284,beta,inDrop2,train
human3_lib3.final_cell_0338,alpha,inDrop3,train
human3_lib3.final_cell_0291,alpha,inDrop3,train
human3_lib3.final_cell_0535,alpha,inDrop3,train
Sample_806,beta,smarter,test
human4_lib3.final_cell_0258,beta,inDrop4,train
HP1526901T2D_P14,alpha,smartseq2,train
Sample_250,alpha,smarter,train
human3_lib3.final_cell_0921,ductal,inDrop3,train
11th-C24_S49,ductal,fluidigmc1,validation
HP1504101T2D_F11,gamma,smartseq2,train
2nd-C26_S50,alpha,fluidigmc1,train
human2_lib3.final_cell_0333,alpha,inDrop2,train
human1_lib2.final_cell_0062,beta,inDrop1,train
human3_lib3.final_cell_0621,epsilon,inDrop3,train
D30-1_61,acinar,celseq2,train
Sample_1052,alpha,smarter,test
human3_lib3.final_cell_0149,delta,inDrop3,train
human4_lib1.final_cell_0054,ductal,inDrop4,validation
D3ex_66,beta,celseq,train
human2_lib2.final_cell_0033,alpha,inDrop2,train
human1_lib3.final_cell_0329,delta,inDrop1,train
human3_lib1.final_cell_0045,acinar,inDrop3,train
HP1526901T2D_N23,beta,smartseq2,test
HP1525301T2D_H20,alpha,smartseq2,train
D28-6_76,acinar,celseq2,train
HP1502401_F16,beta,smartseq2,train
human1_lib1.final_cell_0552,endothelial,inDrop1,train
HP1504101T2D_J13,alpha,smartseq2,train
Sample_139,beta,smarter,test
HP1507101_D16,alpha,smartseq2,validation
human4_lib3.final_cell_0630,beta,inDrop4,train
HP1507101_B11,alpha,smartseq2,train
human4_lib1.final_cell_0351,ductal,inDrop4,validation
D31-8_25,gamma,celseq2,validation
human3_lib1.final_cell_0432,ductal,inDrop3,validation
human3_lib2.final_cell_0573,beta,inDrop3,train
human3_lib3.final_cell_0443,alpha,inDrop3,train
Sample_988,alpha,smarter,train
human1_lib2.final_cell_0189,beta,inDrop1,train
HP1508501T2D_O6,alpha,smartseq2,train
human4_lib1.final_cell_0125,beta,inDrop4,test
human2_lib1.final_cell_0520,ductal,inDrop2,train
HP1507101_E23,activated_stellate,smartseq2,train
human1_lib2.final_cell_0503,beta,inDrop1,train
AZ_E9,alpha,smartseq2,train
human3_lib4.final_cell_0086,acinar,inDrop3,train
human2_lib2.final_cell_0016,ductal,inDrop2,validation
D31-6_2,alpha,celseq2,test
human3_lib2.final_cell_0172,acinar,inDrop3,test
human2_lib3.final_cell_0313,beta,inDrop2,validation
human1_lib2.final_cell_0194,delta,inDrop1,validation
D29-7_52,beta,celseq2,train
human3_lib2.final_cell_0598,alpha,inDrop3,validation
human4_lib1.final_cell_0399,ductal,inDrop4,train
D73_59,alpha,celseq,train
human4_lib1.final_cell_0422,ductal,inDrop4,train
D30-8_48,alpha,celseq2,test
D30-1_5,delta,celseq2,validation
human3_lib1.final_cell_0654,beta,inDrop3,train
D31-8_10,gamma,celseq2,train
human3_lib4.final_cell_0096,beta,inDrop3,train
human1_lib3.final_cell_0107,beta,inDrop1,train
human2_lib3.final_cell_0117,activated_stellate,inDrop2,train
HP1525301T2D_G8,beta,smartseq2,validation
HP1525301T2D_M13,alpha,smartseq2,train
HP1504101T2D_J20,alpha,smartseq2,train
human3_lib4.final_cell_0811,acinar,inDrop3,train
human4_lib3.final_cell_0253,beta,inDrop4,train
human4_lib3.final_cell_0152,beta,inDrop4,train
human4_lib1.final_cell_0130,beta,inDrop4,train
D29-4_42,beta,celseq2,train
human3_lib3.final_cell_0585,alpha,inDrop3,train
human1_lib3.final_cell_0600,acinar,inDrop1,validation
human1_lib3.final_cell_0545,beta,inDrop1,test
human3_lib1.final_cell_0402,beta,inDrop3,train
HP1525301T2D_P15,endothelial,smartseq2,train
human4_lib1.final_cell_0144,ductal,inDrop4,validation
human2_lib3.final_cell_0238,ductal,inDrop2,train
human4_lib3.final_cell_0240,alpha,inDrop4,test
HP1507101_J11,alpha,smartseq2,validation
human2_lib2.final_cell_0243,quiescent_stellate,inDrop2,train
human1_lib1.final_cell_0093,beta,inDrop1,test
human1_lib1.final_cell_0161,alpha,inDrop1,train
D17All2_37,alpha,celseq,train
human1_lib3.final_cell_0321,beta,inDrop1,test
human3_lib4.final_cell_0512,acinar,inDrop3,train
HP1507101_J19,beta,smartseq2,train
D30-4_61,beta,celseq2,test
human2_lib3.final_cell_0332,ductal,inDrop2,validation
D31-6_65,beta,celseq2,validation
7th-C3_S1,beta,fluidigmc1,test
human3_lib3.final_cell_0510,alpha,inDrop3,train
HP1526901T2D_I11,delta,smartseq2,train
Sample_557,alpha,smarter,train
Sample_1042,alpha,smarter,train
HP1526901T2D_D8,alpha,smartseq2,validation
D29-7_1,alpha,celseq2,validation
human4_lib1.final_cell_0010,ductal,inDrop4,train
human3_lib1.final_cell_0124,acinar,inDrop3,train
Sample_659,beta,smarter,train
human4_lib3.final_cell_0539,beta,inDrop4,train
D17All1_29,ductal,celseq,test
human2_lib3.final_cell_0211,beta,inDrop2,test
human1_lib3.final_cell_0432,beta,inDrop1,train
human2_lib3.final_cell_0144,ductal,inDrop2,train
D3en4_6,ductal,celseq,train
human3_lib2.final_cell_0131,delta,inDrop3,test
human1_lib3.final_cell_0034,beta,inDrop1,train
human4_lib1.final_cell_0216,alpha,inDrop4,train
Sample_396,alpha,smarter,train
HP1509101_L11,alpha,smartseq2,train
D28-4_52,ductal,celseq2,validation
human4_lib3.final_cell_0318,ductal,inDrop4,test
human3_lib1.final_cell_0558,acinar,inDrop3,train
HP1506401_M18,acinar,smartseq2,train
human3_lib1.final_cell_0195,acinar,inDrop3,validation
D31-3_51,gamma,celseq2,train
human3_lib3.final_cell_0211,delta,inDrop3,test
D30-3_90,ductal,celseq2,train
human2_lib1.final_cell_0292,alpha,inDrop2,train
human3_lib1.final_cell_0272,delta,inDrop3,train
human3_lib1.final_cell_0550,ductal,inDrop3,train
human3_lib2.final_cell_0793,alpha,inDrop3,test
HP1506401_I4,ductal,smartseq2,train
HP1506401_A21,alpha,smartseq2,validation
human3_lib2.final_cell_0792,delta,inDrop3,train
human3_lib4.final_cell_0286,beta,inDrop3,train
Sample_654,beta,smarter,train
HP1504101T2D_A19,alpha,smartseq2,train
human1_lib1.final_cell_0108,beta,inDrop1,train
6th-C53_S10,alpha,fluidigmc1,train
HP1508501T2D_F23,alpha,smartseq2,train
human3_lib1.final_cell_0230,acinar,inDrop3,test
human3_lib4.final_cell_0564,ductal,inDrop3,validation
human4_lib3.final_cell_0432,ductal,inDrop4,test
human2_lib2.final_cell_0401,activated_stellate,inDrop2,train
HP1504901_G20,gamma,smartseq2,train
human2_lib2.final_cell_0237,alpha,inDrop2,validation
Sample_1386,alpha,smarter,train
human3_lib4.final_cell_0722,alpha,inDrop3,test
human4_lib3.final_cell_0388,alpha,inDrop4,train
human3_lib1.final_cell_0329,beta,inDrop3,train
human4_lib1.final_cell_0580,gamma,inDrop4,train
human3_lib1.final_cell_0566,alpha,inDrop3,train
human2_lib2.final_cell_0429,activated_stellate,inDrop2,train
human2_lib3.final_cell_0492,alpha,inDrop2,train
human3_lib3.final_cell_0050,acinar,inDrop3,train
human3_lib3.final_cell_0184,beta,inDrop3,train
HP1525301T2D_I19,ductal,smartseq2,train
human4_lib3.final_cell_0014,ductal,inDrop4,train
D30-7_2,alpha,celseq2,train
HP1507101_L17,acinar,smartseq2,train
human3_lib4.final_cell_0335,ductal,inDrop3,train
human1_lib1.final_cell_0483,beta,inDrop1,train
D31-4_10,beta,celseq2,train
human1_lib3.final_cell_0179,macrophage,inDrop1,validation
Sample_507,alpha,smarter,train
D29-3_79,alpha,celseq2,validation
human3_lib2.final_cell_0495,alpha,inDrop3,train
human2_lib1.final_cell_0294,alpha,inDrop2,train
human2_lib2.final_cell_0524,alpha,inDrop2,train
HP1506401_M12,alpha,smartseq2,train
HP1508501T2D_J20,alpha,smartseq2,train
human3_lib1.final_cell_0519,alpha,inDrop3,train
D3en1_71,ductal,celseq,validation
human2_lib3.final_cell_0098,delta,inDrop2,validation
human3_lib4.final_cell_0576,activated_stellate,inDrop3,validation
human3_lib1.final_cell_0575,alpha,inDrop3,train
D31-2_43,beta,celseq2,test
human3_lib2.final_cell_0661,alpha,inDrop3,test
human4_lib3.final_cell_0509,alpha,inDrop4,train
human4_lib1.final_cell_0599,ductal,inDrop4,validation
human3_lib1.final_cell_0621,beta,inDrop3,train
D29-2_56,beta,celseq2,train
Sample_388,alpha,smarter,validation
human3_lib1.final_cell_0065,ductal,inDrop3,test
13th_C66_S214,delta,fluidigmc1,train
human1_lib3.final_cell_0278,delta,inDrop1,train
D17TGFB_93,acinar,celseq,test
human3_lib3.final_cell_0839,alpha,inDrop3,validation
